BBR,Condition_CHS,Condition_CHT,Condition_EN,Department_Ref__No_,District_CHS,District_CHT,District_EN,Last_Inspection_Date,Location_CHS,Location_CHT,Location_EN,MitigationMeasure_CHS,MitigationMeasure_CHT,MitigationMeasure_EN,OVTNo,Responsible_Department_CHS,Responsible_Department_CHT,Responsible_Department_EN,Species_CHS,Species_CHT,Species_EN,TR_no_,Type,XCoordinate,YCoordinate,GeometryLongitude,GeometryLatitude
N,平地 / 土壤情况正常 / 滴水线范围内有限制(少於 25%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (部份) / 修剪历史 (清理树冠) / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 没有场地改变 / ,平地 / 土壤情況正常 / 滴水線範圍內有限制(少於 25%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (部份) / 修剪歷史 (清理樹冠) / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 没有場地改變 / ,Flat / No site changes / Normal Soil / Other General condition observations / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Cleaned) / Restriction within dripline (Less than 25%) / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,LCSD TP/11,"""Tai Po""","""Tai Po""","""Tai Po""",2024-02-03,"""Amenity Areas along On Po Road""","""Amenity Areas along On Po Road""","""Amenity Areas along On Po Road""",清理树冠 / 病虫害控制 / ,清理樹冠 / 病蟲害控制 / ,Crown cleaning / Pest/ disease control / ,LCSD TP/11,"""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,LCSD/TP/00016,OVT,835561,834945,114.17000600000006,22.453964000000042
Y,土壤情况正常 / 滴水线范围内有限制(25 - 50%) / 天然山坡 / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (部份) / 修剪历史 (清理树冠) / 其他总体情况观察 / 综合树木风险 (中) / 综合剩余风险(低) / 没有场地改变 / ,土壤情況正常 / 滴水線範圍內有限制(25 - 50%) / 天然山坡 / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (部份) / 修剪歷史 (清理樹冠) / 其他總體情況觀察 / 綜合樹木風險 (中) / 綜合剩餘風險(低) / 没有場地改變 / ,Natural terrain / No site changes / Normal Soil / Other General condition observations / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Moderate) / Pruning history (Cleaned) / Restriction within dripline (25 - 50%) / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,LCSD TP/4,"""Tai Po""","""Tai Po""","""Tai Po""",2023-11-20,"""Wan Tau Kok Playground (beware of bird nest & chicks)""","""Wan Tau Kok Playground (beware of bird nest & chicks)""","""Wan Tau Kok Playground (beware of bird nest & chicks)""",清理树冠 / 病虫害控制 / ,清理樹冠 / 病蟲害控制 / ,Crown cleaning / Pest/ disease control / ,LCSD TP/4,"""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""",樟,樟,Cinnamomum camphora,LCSD/TP/00017,OVT,835475,833989,114.169171,22.445331000000067
N,平地 / 土壤情况正常 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 倾斜 (趋光性) / 受风情况 (部份) / 修剪历史 (清理树冠) / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 没有场地改变 / ,平地 / 土壤情況正常 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 傾斜 (趨光性) / 受風情況 (部份) / 修剪歷史 (清理樹冠) / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 没有場地改變 / ,Flat / Lean (Natural due to phototropism) / No site changes / Normal Soil / Other General condition observations / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Cleaned) / Restriction within dripline (Over 75%) / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,LCSD TP/3,"""Tai Po""","""Tai Po""","""Tai Po""",2023-11-20,"""Wan Tau Kok Playground (beware of bird nest & chicks)""","""Wan Tau Kok Playground (beware of bird nest & chicks)""","""Wan Tau Kok Playground (beware of bird nest & chicks)""",清理树冠 / 病虫害控制 / ,清理樹冠 / 病蟲害控制 / ,Crown cleaning / Pest/ disease control / ,LCSD TP/3,"""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""",樟,樟,Cinnamomum camphora,LCSD/TP/00018,OVT,835484,833977,114.16925800000001,22.445222000000058
N,土壤情况正常 / 天然山坡 / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (部份) / 修剪历史 (清理树冠) / 其他总体情况观察 / 综合树木风险 (中) / 综合剩余风险(低) / 其他地势 / 没有场地改变 / ,土壤情況正常 / 天然山坡 / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (部份) / 修剪歷史 (清理樹冠) / 其他總體情況觀察 / 綜合樹木風險 (中) / 綜合剩餘風險(低) / 其他地勢 / 没有場地改變 / ,Natural terrain / No site changes / Normal Soil / Other General condition observations / Other Site Condition observations / Other topography / Overall residual risk(Low) / Overall tree risk rating (Moderate) / Pruning history (Cleaned) / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,LCSD TP/2,"""Tai Po""","""Tai Po""","""Tai Po""",2023-11-20,"""Wan Tau Kok Playground (beware of bird nest & chicks)""","""Wan Tau Kok Playground (beware of bird nest & chicks)""","""Wan Tau Kok Playground (beware of bird nest & chicks)""",清理树冠 / ,清理樹冠 / ,Crown cleaning / ,LCSD TP/2,"""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""",樟,樟,Cinnamomum camphora,LCSD/TP/00019,OVT,835506,833983,114.16947200000004,22.445276000000035
N,平地 / 土壤情况正常 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (暴露) / 修剪历史 (清理树冠) / 其他总体情况观察 / 综合树木风险 (中) / 综合剩余风险(低) / 没有场地改变 / ,平地 / 土壤情況正常 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (暴露) / 修剪歷史 (清理樹冠) / 其他總體情況觀察 / 綜合樹木風險 (中) / 綜合剩餘風險(低) / 没有場地改變 / ,Flat / No site changes / Normal Soil / Other General condition observations / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Moderate) / Pruning history (Cleaned) / Restriction within dripline (Over 75%) / Tree failure record / Tree vigor (Normal) / Wind exposure (Exposed) / ,LCSD TM/5,"""Tuen Mun""","""Tuen Mun""","""Tuen Mun""",2024-01-12,"""Tuen Mun Park""","""Tuen Mun Park""","""Tuen Mun Park""",清理树冠 / 病虫害控制 / ,清理樹冠 / 病蟲害控制 / ,Crown cleaning / Pest/ disease control / ,LCSD TM/5,"""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,LCSD/TM/00003,OVT,815337,828123,113.97361300000011,22.39223000000004
N,土壤被挤压 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 人造斜坡 / 受风情况 (部份) / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 没有场地改变 / ,土壤被擠壓 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 人造斜坡 / 受風情況 (部份) / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 没有場地改變 / ,Compacted Soil / Man-made slope / No site changes / Other General condition observations / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Restriction within dripline (Over 75%) / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,SB1803_TS0149,"""Tuen Mun""","""Tuen Mun""","""Tuen Mun""",2024-02-01,"""Tuen Mun Town Park""","""Tuen Mun Town Park""","""Tuen Mun Town Park""",其他缓减措施 / ,其他緩減措施 / ,Others / ,ARCHSD TM/1,"""Architectural Services Department""","""Architectural Services Department""","""Architectural Services Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,ARCHSD/TM/00005,OVT,815441.698,827956.637,113.97463200000004,22.39072900000008
N,平地 / 土壤情况正常 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (暴露) / 修剪历史 (清理树冠) / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 没有场地改变 / ,平地 / 土壤情況正常 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (暴露) / 修剪歷史 (清理樹冠) / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 没有場地改變 / ,Flat / No site changes / Normal Soil / Other General condition observations / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Cleaned) / Restriction within dripline (Over 75%) / Tree failure record / Tree vigor (Normal) / Wind exposure (Exposed) / ,LCSD TM/3,"""Tuen Mun""","""Tuen Mun""","""Tuen Mun""",2023-08-02,"""Castle Peak Beach""","""Castle Peak Beach""","""Castle Peak Beach""",清理树冠 / 病虫害控制 / ,清理樹冠 / 病蟲害控制 / ,Crown cleaning / Pest/ disease control / ,LCSD TM/3,"""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,LCSD/TM/00005,OVT,815919,826815,113.97928200000001,22.38042500000006
N,平地 / 土壤情况正常 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (高) / 受风情况 (部份) / 钢索或支架 / 修剪历史 (清理树冠) / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 没有场地改变 / ,平地 / 土壤情況正常 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (高) / 受風情況 (部份) / 鋼索或支架 / 修剪歷史 (清理樹冠) / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 没有場地改變 / ,Cable or brace / Flat / No site changes / Normal Soil / Other General condition observations / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Cleaned) / Restriction within dripline (Over 75%) / Tree failure record / Tree vigor (High) / Wind exposure (Partial) / ,LCSD TM/2,"""Tuen Mun""","""Tuen Mun""","""Tuen Mun""",2023-08-11,"""Tai Lam Chung Road Children's Playground""","""Tai Lam Chung Road Children's Playground""","""Tai Lam Chung Road Children's Playground""",清理树冠 / ,清理樹冠 / ,Crown cleaning / ,LCSD TM/2,"""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""",印度榕(印度橡树),印度榕(印度橡樹),Ficus elastica,LCSD/TM/00006,OVT,820217,824957,114.0210350000001,22.36369200000007
N,平地 / 土壤情况正常 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (高) / 受风情况 (部份) / 钢索或支架 / 修剪历史 (清理树冠) / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 没有场地改变 / ,平地 / 土壤情況正常 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (高) / 受風情況 (部份) / 鋼索或支架 / 修剪歷史 (清理樹冠) / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 没有場地改變 / ,Cable or brace / Flat / No site changes / Normal Soil / Other General condition observations / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Cleaned) / Restriction within dripline (Over 75%) / Tree failure record / Tree vigor (High) / Wind exposure (Partial) / ,LCSD TM/1,"""Tuen Mun""","""Tuen Mun""","""Tuen Mun""",2023-07-31,"""Tai Lam Chung Road Children's Playground""","""Tai Lam Chung Road Children's Playground""","""Tai Lam Chung Road Children's Playground""",清理树冠 / ,清理樹冠 / ,Crown cleaning / ,LCSD TM/1,"""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""",印度榕(印度橡树),印度榕(印度橡樹),Ficus elastica,LCSD/TM/00007,OVT,820225,824951,114.02111300000001,22.363638000000037
N,土壤被挤压 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (部份) / 修剪历史 (清理树冠) / 修剪历史 (提升树冠) / 其他总体情况观察 / 综合树木风险 (中) / 石墙 / 综合剩余风险(低) / 没有场地改变 / ,土壤被擠壓 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (部份) / 修剪歷史 (清理樹冠) / 修剪歷史 (提升樹冠) / 其他總體情況觀察 / 綜合樹木風險 (中) / 石牆 / 綜合剩餘風險(低) / 没有場地改變 / ,Compacted Soil / No site changes / Other General condition observations / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Moderate) / Pruning history (Cleaned) / Pruning history (Raised) / Restriction within dripline (Over 75%) / Stonewall / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,SSP 15249,"""Sham Shui Po""","""Sham Shui Po""","""Sham Shui Po""",2024-02-23,"""Tai Hang Tung Estate Playground No. 2""","""Tai Hang Tung Estate Playground No. 2""","""Tai Hang Tung Estate Playground No. 2""",清理树冠 / 缩减树冠 / ,清理樹冠 / 縮減樹冠 / ,Crown cleaning / Crown reduction / ,,"""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,LCSD/SSP/00026,SWT,835842.885,821649.774,114.17274800000007,22.333901000000026
N,平地 / 土壤被挤压 / 滴水线范围内有限制(25 - 50%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (部份) / 钢索或支架 / 修剪历史 (清理树冠) / 其他总体情况观察 / 综合树木风险 (中) / 综合剩余风险(中) / 没有场地改变 / ,平地 / 土壤被擠壓 / 滴水線範圍內有限制(25 - 50%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (部份) / 鋼索或支架 / 修剪歷史 (清理樹冠) / 其他總體情況觀察 / 綜合樹木風險 (中) / 綜合剩餘風險(中) / 没有場地改變 / ,Cable or brace / Compacted Soil / Flat / No site changes / Other General condition observations / Other Site Condition observations / Overall residual risk(Moderate) / Overall tree risk rating (Moderate) / Pruning history (Cleaned) / Restriction within dripline (25 - 50%) / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,LCSD SSP/15,"""Sham Shui Po""","""Sham Shui Po""","""Sham Shui Po""",2024-02-18,"""Magnolia Road Rest Garden (inside Yau Yat Chuen Estate, N.K.I.L. 3594)""","""Magnolia Road Rest Garden (inside Yau Yat Chuen Estate, N.K.I.L. 3594)""","""Magnolia Road Rest Garden (inside Yau Yat Chuen Estate, N.K.I.L. 3594)""",清理树冠 / ,清理樹冠 / ,Crown cleaning / ,LCSD SSP/15,"""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,LCSD/SSP/00032,OVT,835843,821207,114.17274900000007,22.32990300000006
N,平地 / 土壤被挤压 / 滴水线范围内有限制(51 - 75%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (部份) / 修剪历史 (清理树冠) / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 没有场地改变 / ,平地 / 土壤被擠壓 / 滴水線範圍內有限制(51 - 75%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (部份) / 修剪歷史 (清理樹冠) / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 没有場地改變 / ,Compacted Soil / Flat / No site changes / Other General condition observations / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Cleaned) / Restriction within dripline (51 - 75%) / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,LCSD SSP/12,"""Sham Shui Po""","""Sham Shui Po""","""Sham Shui Po""",2023-11-07,"""Shek Kip Mei Park""","""Shek Kip Mei Park""","""Shek Kip Mei Park""",清理树冠 / ,清理樹冠 / ,Crown cleaning / ,LCSD SSP/12,"""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,LCSD/SSP/00034,OVT,835567,821707,114.17007000000001,22.334418000000028
N,土壤被挤压 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 人造斜坡 / 受风情况 (暴露) / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 没有场地改变 / ,土壤被擠壓 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 人造斜坡 / 受風情況 (暴露) / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 没有場地改變 / ,Compacted Soil / Man-made slope / No site changes / Other General condition observations / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Restriction within dripline (Over 75%) / Tree failure record / Tree vigor (Normal) / Wind exposure (Exposed) / ,SA0709_TS001,"""Sham Shui Po""","""Sham Shui Po""","""Sham Shui Po""",2023-10-12,"""Li Cheng Uk Swimming Pool ""","""Li Cheng Uk Swimming Pool ""","""Li Cheng Uk Swimming Pool """,病虫害控制 / 其他缓减措施 / ,病蟲害控制 / 其他緩減措施 / ,Others / Pest/ disease control / ,ARCHSD SSP/1,"""Architectural Services Department""","""Architectural Services Department""","""Architectural Services Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,ARCHSD/SSP/00005,OVT,834678.86,822261.78,114.16144800000006,22.339427000000057
N,平地 / 土壤被挤压 / 滴水线范围内有限制(51 - 75%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (部份) / 钢索或支架 / 修剪历史 (清理树冠) / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 没有场地改变 / ,平地 / 土壤被擠壓 / 滴水線範圍內有限制(51 - 75%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (部份) / 鋼索或支架 / 修剪歷史 (清理樹冠) / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 没有場地改變 / ,Cable or brace / Compacted Soil / Flat / No site changes / Other General condition observations / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Cleaned) / Restriction within dripline (51 - 75%) / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,LCSD SSP/9,"""Sham Shui Po""","""Sham Shui Po""","""Sham Shui Po""",2023-11-02,"""Sheung Li Uk Garden""","""Sheung Li Uk Garden""","""Sheung Li Uk Garden""",清理树冠 / ,清理樹冠 / ,Crown cleaning / ,LCSD SSP/9,"""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,LCSD/SSP/00036,OVT,834794,821723,114.16256600000008,22.334562000000062
N,平地 / 土壤被挤压 / 滴水线范围内有限制(51 - 75%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (部份) / 野生动物或鸟巢 / 钢索或支架 / 修剪历史 (清理树冠) / 其他总体情况观察 / 综合树木风险 (中) / 综合剩余风险(中) / 没有场地改变 / ,平地 / 土壤被擠壓 / 滴水線範圍內有限制(51 - 75%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (部份) / 野生動物或鳥巢 / 鋼索或支架 / 修剪歷史 (清理樹冠) / 其他總體情況觀察 / 綜合樹木風險 (中) / 綜合剩餘風險(中) / 没有場地改變 / ,Cable or brace / Compacted Soil / Flat / No site changes / Other General condition observations / Other Site Condition observations / Overall residual risk(Moderate) / Overall tree risk rating (Moderate) / Pruning history (Cleaned) / Restriction within dripline (51 - 75%) / Tree failure record / Tree vigor (Normal) / Wildlife or nesting site / Wind exposure (Partial) / ,LCSD SSP/8,"""Sham Shui Po""","""Sham Shui Po""","""Sham Shui Po""",2023-11-02,"""Cheung Sha Wan Playground""","""Cheung Sha Wan Playground""","""Cheung Sha Wan Playground""",清理树冠 / ,清理樹冠 / ,Crown cleaning / ,LCSD SSP/8,"""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""",大叶榕(黄葛树),大葉榕(黃葛樹),Ficus virens (syn. Ficus virens var. sublanceolata),LCSD/SSP/00037,OVT,834076,821759,114.15559700000006,22.33488600000004
N,平地 / 土壤情况正常 / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (部份) / 修剪历史 (清理树冠) / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 没有场地改变 / ,平地 / 土壤情況正常 / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (部份) / 修剪歷史 (清理樹冠) / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 没有場地改變 / ,Flat / No site changes / Normal Soil / Other General condition observations / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Cleaned) / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,LCSD SSP/6,"""Sham Shui Po""","""Sham Shui Po""","""Sham Shui Po""",2023-10-06,"""Sham Shui Po Park""","""Sham Shui Po Park""","""Sham Shui Po Park""",清理树冠 / ,清理樹冠 / ,Crown cleaning / ,LCSD SSP/6,"""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""",鸡蛋花,雞蛋花,Plumeria rubra,LCSD/SSP/00038,OVT,834261,821253,114.15739300000007,22.330317000000036
N,平地 / 土壤被挤压 / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (部份) / 修剪历史 (清理树冠) / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 没有场地改变 / ,平地 / 土壤被擠壓 / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (部份) / 修剪歷史 (清理樹冠) / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 没有場地改變 / ,Compacted Soil / Flat / No site changes / Other General condition observations / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Cleaned) / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,LCSD SSP/5,"""Sham Shui Po""","""Sham Shui Po""","""Sham Shui Po""",2023-10-06,"""Sham Shui Po Park""","""Sham Shui Po Park""","""Sham Shui Po Park""",清理树冠 / ,清理樹冠 / ,Crown cleaning / ,LCSD SSP/5,"""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""",鸡蛋花,雞蛋花,Plumeria rubra,LCSD/SSP/00039,OVT,834259,821255,114.15737400000012,22.330335000000048
N,平地 / 土壤被挤压 / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (部份) / 修剪历史 (清理树冠) / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 没有场地改变 / ,平地 / 土壤被擠壓 / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (部份) / 修剪歷史 (清理樹冠) / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 没有場地改變 / ,Compacted Soil / Flat / No site changes / Other General condition observations / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Cleaned) / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,LCSD SSP/4,"""Sham Shui Po""","""Sham Shui Po""","""Sham Shui Po""",2023-10-06,"""Sham Shui Po Park""","""Sham Shui Po Park""","""Sham Shui Po Park""",清理树冠 / ,清理樹冠 / ,Crown cleaning / ,LCSD SSP/4,"""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""",鸡蛋花,雞蛋花,Plumeria rubra,LCSD/SSP/00040,OVT,834256,821257,114.15734400000008,22.33035300000006
N,平地 / 土壤被挤压 / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (部份) / 修剪历史 (清理树冠) / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 没有场地改变 / ,平地 / 土壤被擠壓 / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (部份) / 修剪歷史 (清理樹冠) / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 没有場地改變 / ,Compacted Soil / Flat / No site changes / Other General condition observations / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Cleaned) / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,LCSD SSP/3,"""Sham Shui Po""","""Sham Shui Po""","""Sham Shui Po""",2023-10-06,"""Sham Shui Po Park""","""Sham Shui Po Park""","""Sham Shui Po Park""",清理树冠 / ,清理樹冠 / ,Crown cleaning / ,LCSD SSP/3,"""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""",鸡蛋花,雞蛋花,Plumeria rubra,LCSD/SSP/00041,OVT,834254,821259,114.15732500000001,22.33037100000007
N,平地 / 土壤被挤压 / 滴水线范围内有限制(25 - 50%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (暴露) / 修剪历史 (清理树冠) / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 没有场地改变 / ,平地 / 土壤被擠壓 / 滴水線範圍內有限制(25 - 50%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (暴露) / 修剪歷史 (清理樹冠) / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 没有場地改變 / ,Compacted Soil / Flat / No site changes / Other General condition observations / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Cleaned) / Restriction within dripline (25 - 50%) / Tree failure record / Tree vigor (Normal) / Wind exposure (Exposed) / ,LCSD SSP/2,"""Sham Shui Po""","""Sham Shui Po""","""Sham Shui Po""",2023-10-04,"""Sham Shui Po Park""","""Sham Shui Po Park""","""Sham Shui Po Park""",清理树冠 / ,清理樹冠 / ,Crown cleaning / ,LCSD SSP/2,"""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,LCSD/SSP/00042,OVT,834189,821338,114.15669400000002,22.331084000000033
