Species,District,Responsible Department,Location,Last Inspection Date,BRR,Tree_number,Department Ref. No.,OVTNo,XCoordinate,YCoordinate,Type,Condition,MitigationMeasure
Ficus microcarpa,Eastern,Leisure and Cultural Services Department,"Lei Yue Mun Park, near Tennis Court",18/10/2019,N,LCSD/E/00002,LCSD E/10,LCSD E/10,842073.0,815476.0,OVT,,
Celtis sinensis,Eastern,Leisure and Cultural Services Department,"Lei Yue Mun Park, near Tennis Court",28/10/2019,N,LCSD/E/00003,LCSD E/11,LCSD E/11,842094.0,815480.0,OVT,Health condition (poor),Continuous Monitoring
Celtis sinensis,Eastern,Leisure and Cultural Services Department,"Lei Yue Mun Park, near Tennis Court",28/10/2019,N,LCSD/E/00003,LCSD E/11,LCSD E/11,842094.0,815480.0,OVT,Health condition (poor),
Celtis sinensis,Eastern,Leisure and Cultural Services Department,"Lei Yue Mun Park, near Tennis Court",28/10/2019,N,LCSD/E/00003,LCSD E/11,LCSD E/11,842094.0,815480.0,OVT,,Continuous Monitoring
Celtis sinensis,Eastern,Leisure and Cultural Services Department,"Lei Yue Mun Park, near Tennis Court",28/10/2019,N,LCSD/E/00003,LCSD E/11,LCSD E/11,842094.0,815480.0,OVT,,
Casuarina equisetifolia,Eastern,Leisure and Cultural Services Department,"Lei Yue Mun Park, near the stairs opposite to the football pitch",28/10/2019,N,LCSD/E/00004,LCSD E/12,LCSD E/12,842185.0,815425.0,OVT,Health condition (fair),Continuous Monitoring
Casuarina equisetifolia,Eastern,Leisure and Cultural Services Department,"Lei Yue Mun Park, near the stairs opposite to the football pitch",28/10/2019,N,LCSD/E/00004,LCSD E/12,LCSD E/12,842185.0,815425.0,OVT,Health condition (fair),
Casuarina equisetifolia,Eastern,Leisure and Cultural Services Department,"Lei Yue Mun Park, near the stairs opposite to the football pitch",28/10/2019,N,LCSD/E/00004,LCSD E/12,LCSD E/12,842185.0,815425.0,OVT,,Continuous Monitoring
Casuarina equisetifolia,Eastern,Leisure and Cultural Services Department,"Lei Yue Mun Park, near the stairs opposite to the football pitch",28/10/2019,N,LCSD/E/00004,LCSD E/12,LCSD E/12,842185.0,815425.0,OVT,,
Ficus virens (syn. Ficus virens var. sublanceolata),Eastern,Leisure and Cultural Services Department,"Shau Kei Wan Main Street East, in front of Shau Kei Wan Government Primary School",22/3/2021,N,LCSD/E/00007,LCSD E/15,LCSD E/15,841813.0,815779.0,OVT,Health condition (fair),Continuous Monitoring
Ficus virens (syn. Ficus virens var. sublanceolata),Eastern,Leisure and Cultural Services Department,"Shau Kei Wan Main Street East, in front of Shau Kei Wan Government Primary School",22/3/2021,N,LCSD/E/00007,LCSD E/15,LCSD E/15,841813.0,815779.0,OVT,Health condition (fair),
Ficus virens (syn. Ficus virens var. sublanceolata),Eastern,Leisure and Cultural Services Department,"Shau Kei Wan Main Street East, in front of Shau Kei Wan Government Primary School",22/3/2021,N,LCSD/E/00007,LCSD E/15,LCSD E/15,841813.0,815779.0,OVT,,Continuous Monitoring
Ficus virens (syn. Ficus virens var. sublanceolata),Eastern,Leisure and Cultural Services Department,"Shau Kei Wan Main Street East, in front of Shau Kei Wan Government Primary School",22/3/2021,N,LCSD/E/00007,LCSD E/15,LCSD E/15,841813.0,815779.0,OVT,,
Ficus microcarpa,Eastern,Leisure and Cultural Services Department,"Lei Yue Mun Park, near the Coffee Corner",18/10/2019,N,LCSD/E/00015,LCSD E/5,LCSD E/5,841994.0,815687.0,OVT,Health condition (good),Continuous Monitoring
Ficus microcarpa,Eastern,Leisure and Cultural Services Department,"Lei Yue Mun Park, near the Coffee Corner",18/10/2019,N,LCSD/E/00015,LCSD E/5,LCSD E/5,841994.0,815687.0,OVT,Health condition (good),
Ficus microcarpa,Eastern,Leisure and Cultural Services Department,"Lei Yue Mun Park, near the Coffee Corner",18/10/2019,N,LCSD/E/00015,LCSD E/5,LCSD E/5,841994.0,815687.0,OVT,,Continuous Monitoring
Ficus microcarpa,Eastern,Leisure and Cultural Services Department,"Lei Yue Mun Park, near the Coffee Corner",18/10/2019,N,LCSD/E/00015,LCSD E/5,LCSD E/5,841994.0,815687.0,OVT,,
Ficus microcarpa,Eastern,Leisure and Cultural Services Department,"Lei Yue Mun Park, on the slope near Block 5",18/10/2019,N,LCSD/E/00017,LCSD E/8,LCSD E/8,842142.0,815590.0,OVT,Health condition (fair),Continuous Monitoring
Ficus microcarpa,Eastern,Leisure and Cultural Services Department,"Lei Yue Mun Park, on the slope near Block 5",18/10/2019,N,LCSD/E/00017,LCSD E/8,LCSD E/8,842142.0,815590.0,OVT,Health condition (fair),
Ficus microcarpa,Eastern,Leisure and Cultural Services Department,"Lei Yue Mun Park, on the slope near Block 5",18/10/2019,N,LCSD/E/00017,LCSD E/8,LCSD E/8,842142.0,815590.0,OVT,,Continuous Monitoring
Ficus microcarpa,Eastern,Leisure and Cultural Services Department,"Lei Yue Mun Park, on the slope near Block 5",18/10/2019,N,LCSD/E/00017,LCSD E/8,LCSD E/8,842142.0,815590.0,OVT,,
Ficus microcarpa,Eastern,Leisure and Cultural Services Department,"Lei Yue Mun Park, on the slope near Block 5",18/10/2019,N,LCSD/E/00018,LCSD E/9,LCSD E/9,842162.0,815582.0,OVT,Health condition (fair),Continuous Monitoring
Ficus microcarpa,Eastern,Leisure and Cultural Services Department,"Lei Yue Mun Park, on the slope near Block 5",18/10/2019,N,LCSD/E/00018,LCSD E/9,LCSD E/9,842162.0,815582.0,OVT,Health condition (fair),
Ficus microcarpa,Eastern,Leisure and Cultural Services Department,"Lei Yue Mun Park, on the slope near Block 5",18/10/2019,N,LCSD/E/00018,LCSD E/9,LCSD E/9,842162.0,815582.0,OVT,,Continuous Monitoring
Ficus microcarpa,Eastern,Leisure and Cultural Services Department,"Lei Yue Mun Park, on the slope near Block 5",18/10/2019,N,LCSD/E/00018,LCSD E/9,LCSD E/9,842162.0,815582.0,OVT,,
Ficus microcarpa,Eastern,Leisure and Cultural Services Department,Lei Yue Mun Park & Holiday Village,7/1/2021,N,LCSD/E/00079,E 17422,,842097.8,815642.1,SWT,Health condition (good),Continuous Monitoring
Ficus microcarpa,Eastern,Leisure and Cultural Services Department,Lei Yue Mun Park & Holiday Village,7/1/2021,N,LCSD/E/00079,E 17422,,842097.8,815642.1,SWT,Health condition (good),
Ficus microcarpa,Eastern,Leisure and Cultural Services Department,Lei Yue Mun Park & Holiday Village,7/1/2021,N,LCSD/E/00079,E 17422,,842097.8,815642.1,SWT,,Continuous Monitoring
Ficus microcarpa,Eastern,Leisure and Cultural Services Department,Lei Yue Mun Park & Holiday Village,7/1/2021,N,LCSD/E/00079,E 17422,,842097.8,815642.1,SWT,,
Cinnamomum camphora,Kwai Tsing,Architectural Services Department,"Central Kwai Chung Park, Near park office",31/7/2020,N,ARCHSD/KWT/00016,SB2614_TS0008,ARCHSD KWT/2,831694.0,824192.0,OVT,Cavity (moderate),Appropriate Pruning
Cinnamomum camphora,Kwai Tsing,Architectural Services Department,"Central Kwai Chung Park, Near park office",31/7/2020,N,ARCHSD/KWT/00016,SB2614_TS0008,ARCHSD KWT/2,831694.0,824192.0,OVT,Cavity (moderate),Continuous Monitoring
Cinnamomum camphora,Kwai Tsing,Architectural Services Department,"Central Kwai Chung Park, Near park office",31/7/2020,N,ARCHSD/KWT/00016,SB2614_TS0008,ARCHSD KWT/2,831694.0,824192.0,OVT,Cavity (moderate),
Cinnamomum camphora,Kwai Tsing,Architectural Services Department,"Central Kwai Chung Park, Near park office",31/7/2020,N,ARCHSD/KWT/00016,SB2614_TS0008,ARCHSD KWT/2,831694.0,824192.0,OVT,Dead branches,Appropriate Pruning
Cinnamomum camphora,Kwai Tsing,Architectural Services Department,"Central Kwai Chung Park, Near park office",31/7/2020,N,ARCHSD/KWT/00016,SB2614_TS0008,ARCHSD KWT/2,831694.0,824192.0,OVT,Dead branches,Continuous Monitoring
Cinnamomum camphora,Kwai Tsing,Architectural Services Department,"Central Kwai Chung Park, Near park office",31/7/2020,N,ARCHSD/KWT/00016,SB2614_TS0008,ARCHSD KWT/2,831694.0,824192.0,OVT,Dead branches,
Cinnamomum camphora,Kwai Tsing,Architectural Services Department,"Central Kwai Chung Park, Near park office",31/7/2020,N,ARCHSD/KWT/00016,SB2614_TS0008,ARCHSD KWT/2,831694.0,824192.0,OVT,,Appropriate Pruning
Cinnamomum camphora,Kwai Tsing,Architectural Services Department,"Central Kwai Chung Park, Near park office",31/7/2020,N,ARCHSD/KWT/00016,SB2614_TS0008,ARCHSD KWT/2,831694.0,824192.0,OVT,,Continuous Monitoring
Cinnamomum camphora,Kwai Tsing,Architectural Services Department,"Central Kwai Chung Park, Near park office",31/7/2020,N,ARCHSD/KWT/00016,SB2614_TS0008,ARCHSD KWT/2,831694.0,824192.0,OVT,,
Cinnamomum camphora,Kwai Tsing,Leisure and Cultural Services Department,Tsing Yu Street Garden,5/8/2020,N,LCSD/KWT/00002,LCSD KWT/7,LCSD KWT/7,828547.0,823938.0,OVT,Asymmetric tree canopy,Continuous Monitoring
Cinnamomum camphora,Kwai Tsing,Leisure and Cultural Services Department,Tsing Yu Street Garden,5/8/2020,N,LCSD/KWT/00002,LCSD KWT/7,LCSD KWT/7,828547.0,823938.0,OVT,Asymmetric tree canopy,
Cinnamomum camphora,Kwai Tsing,Leisure and Cultural Services Department,Tsing Yu Street Garden,5/8/2020,N,LCSD/KWT/00002,LCSD KWT/7,LCSD KWT/7,828547.0,823938.0,OVT,Cavity (minor),Continuous Monitoring
Cinnamomum camphora,Kwai Tsing,Leisure and Cultural Services Department,Tsing Yu Street Garden,5/8/2020,N,LCSD/KWT/00002,LCSD KWT/7,LCSD KWT/7,828547.0,823938.0,OVT,Cavity (minor),
Cinnamomum camphora,Kwai Tsing,Leisure and Cultural Services Department,Tsing Yu Street Garden,5/8/2020,N,LCSD/KWT/00002,LCSD KWT/7,LCSD KWT/7,828547.0,823938.0,OVT,Crack (minor),Continuous Monitoring
Cinnamomum camphora,Kwai Tsing,Leisure and Cultural Services Department,Tsing Yu Street Garden,5/8/2020,N,LCSD/KWT/00002,LCSD KWT/7,LCSD KWT/7,828547.0,823938.0,OVT,Crack (minor),
Cinnamomum camphora,Kwai Tsing,Leisure and Cultural Services Department,Tsing Yu Street Garden,5/8/2020,N,LCSD/KWT/00002,LCSD KWT/7,LCSD KWT/7,828547.0,823938.0,OVT,Decay (minor),Continuous Monitoring
Cinnamomum camphora,Kwai Tsing,Leisure and Cultural Services Department,Tsing Yu Street Garden,5/8/2020,N,LCSD/KWT/00002,LCSD KWT/7,LCSD KWT/7,828547.0,823938.0,OVT,Decay (minor),
Cinnamomum camphora,Kwai Tsing,Leisure and Cultural Services Department,Tsing Yu Street Garden,5/8/2020,N,LCSD/KWT/00002,LCSD KWT/7,LCSD KWT/7,828547.0,823938.0,OVT,Dieback twigs (5 - 20%),Continuous Monitoring
Cinnamomum camphora,Kwai Tsing,Leisure and Cultural Services Department,Tsing Yu Street Garden,5/8/2020,N,LCSD/KWT/00002,LCSD KWT/7,LCSD KWT/7,828547.0,823938.0,OVT,Dieback twigs (5 - 20%),
Cinnamomum camphora,Kwai Tsing,Leisure and Cultural Services Department,Tsing Yu Street Garden,5/8/2020,N,LCSD/KWT/00002,LCSD KWT/7,LCSD KWT/7,828547.0,823938.0,OVT,Health condition (fair),Continuous Monitoring
Cinnamomum camphora,Kwai Tsing,Leisure and Cultural Services Department,Tsing Yu Street Garden,5/8/2020,N,LCSD/KWT/00002,LCSD KWT/7,LCSD KWT/7,828547.0,823938.0,OVT,Health condition (fair),
Cinnamomum camphora,Kwai Tsing,Leisure and Cultural Services Department,Tsing Yu Street Garden,5/8/2020,N,LCSD/KWT/00002,LCSD KWT/7,LCSD KWT/7,828547.0,823938.0,OVT,Obvious wound(s),Continuous Monitoring
Cinnamomum camphora,Kwai Tsing,Leisure and Cultural Services Department,Tsing Yu Street Garden,5/8/2020,N,LCSD/KWT/00002,LCSD KWT/7,LCSD KWT/7,828547.0,823938.0,OVT,Obvious wound(s),
Cinnamomum camphora,Kwai Tsing,Leisure and Cultural Services Department,Tsing Yu Street Garden,5/8/2020,N,LCSD/KWT/00002,LCSD KWT/7,LCSD KWT/7,828547.0,823938.0,OVT,,Continuous Monitoring
Cinnamomum camphora,Kwai Tsing,Leisure and Cultural Services Department,Tsing Yu Street Garden,5/8/2020,N,LCSD/KWT/00002,LCSD KWT/7,LCSD KWT/7,828547.0,823938.0,OVT,,
Cinnamomum camphora,Kwai Tsing,Architectural Services Department,"Tsing Yi Park, At the rear of Pump Room No. 1",31/7/2020,N,ARCHSD/KWT/00019,SB1740_TS0031,ARCHSD KWT/5,828972.0,824026.0,OVT,Decay (minor),Continuous Monitoring
Cinnamomum camphora,Kwai Tsing,Architectural Services Department,"Tsing Yi Park, At the rear of Pump Room No. 1",31/7/2020,N,ARCHSD/KWT/00019,SB1740_TS0031,ARCHSD KWT/5,828972.0,824026.0,OVT,Decay (minor),
Cinnamomum camphora,Kwai Tsing,Architectural Services Department,"Tsing Yi Park, At the rear of Pump Room No. 1",31/7/2020,N,ARCHSD/KWT/00019,SB1740_TS0031,ARCHSD KWT/5,828972.0,824026.0,OVT,Health condition (fair),Continuous Monitoring
Cinnamomum camphora,Kwai Tsing,Architectural Services Department,"Tsing Yi Park, At the rear of Pump Room No. 1",31/7/2020,N,ARCHSD/KWT/00019,SB1740_TS0031,ARCHSD KWT/5,828972.0,824026.0,OVT,Health condition (fair),
Cinnamomum camphora,Kwai Tsing,Architectural Services Department,"Tsing Yi Park, At the rear of Pump Room No. 1",31/7/2020,N,ARCHSD/KWT/00019,SB1740_TS0031,ARCHSD KWT/5,828972.0,824026.0,OVT,,Continuous Monitoring
Cinnamomum camphora,Kwai Tsing,Architectural Services Department,"Tsing Yi Park, At the rear of Pump Room No. 1",31/7/2020,N,ARCHSD/KWT/00019,SB1740_TS0031,ARCHSD KWT/5,828972.0,824026.0,OVT,,
Ficus microcarpa,Tsuen Wan,Leisure and Cultural Services Department,Lo Wai Road,17/12/2020,N,LCSD/TW/00001,LCSD TW/3,LCSD TW/3,830943.0,826817.0,OVT,Asymmetric tree canopy,Continuous Monitoring
Ficus microcarpa,Tsuen Wan,Leisure and Cultural Services Department,Lo Wai Road,17/12/2020,N,LCSD/TW/00001,LCSD TW/3,LCSD TW/3,830943.0,826817.0,OVT,Asymmetric tree canopy,
Ficus microcarpa,Tsuen Wan,Leisure and Cultural Services Department,Lo Wai Road,17/12/2020,N,LCSD/TW/00001,LCSD TW/3,LCSD TW/3,830943.0,826817.0,OVT,Cavity (minor),Continuous Monitoring
Ficus microcarpa,Tsuen Wan,Leisure and Cultural Services Department,Lo Wai Road,17/12/2020,N,LCSD/TW/00001,LCSD TW/3,LCSD TW/3,830943.0,826817.0,OVT,Cavity (minor),
Ficus microcarpa,Tsuen Wan,Leisure and Cultural Services Department,Lo Wai Road,17/12/2020,N,LCSD/TW/00001,LCSD TW/3,LCSD TW/3,830943.0,826817.0,OVT,Dieback twigs (Less than 5%),Continuous Monitoring
Ficus microcarpa,Tsuen Wan,Leisure and Cultural Services Department,Lo Wai Road,17/12/2020,N,LCSD/TW/00001,LCSD TW/3,LCSD TW/3,830943.0,826817.0,OVT,Dieback twigs (Less than 5%),
Ficus microcarpa,Tsuen Wan,Leisure and Cultural Services Department,Lo Wai Road,17/12/2020,N,LCSD/TW/00001,LCSD TW/3,LCSD TW/3,830943.0,826817.0,OVT,Health condition (good),Continuous Monitoring
Ficus microcarpa,Tsuen Wan,Leisure and Cultural Services Department,Lo Wai Road,17/12/2020,N,LCSD/TW/00001,LCSD TW/3,LCSD TW/3,830943.0,826817.0,OVT,Health condition (good),
Ficus microcarpa,Tsuen Wan,Leisure and Cultural Services Department,Lo Wai Road,17/12/2020,N,LCSD/TW/00001,LCSD TW/3,LCSD TW/3,830943.0,826817.0,OVT,Obvious wound(s),Continuous Monitoring
Ficus microcarpa,Tsuen Wan,Leisure and Cultural Services Department,Lo Wai Road,17/12/2020,N,LCSD/TW/00001,LCSD TW/3,LCSD TW/3,830943.0,826817.0,OVT,Obvious wound(s),
Ficus microcarpa,Tsuen Wan,Leisure and Cultural Services Department,Lo Wai Road,17/12/2020,N,LCSD/TW/00001,LCSD TW/3,LCSD TW/3,830943.0,826817.0,OVT,,Continuous Monitoring
Ficus microcarpa,Tsuen Wan,Leisure and Cultural Services Department,Lo Wai Road,17/12/2020,N,LCSD/TW/00001,LCSD TW/3,LCSD TW/3,830943.0,826817.0,OVT,,
Celtis sinensis,Wan Chai,Leisure and Cultural Services Department,Hong Kong Central Library,22/1/2021,N,LCSD/WC/00001,LCSD WCH/1,LCSD WCH/1,837529.0,815679.0,OVT,Health condition (fair),Continuous Monitoring
Celtis sinensis,Wan Chai,Leisure and Cultural Services Department,Hong Kong Central Library,22/1/2021,N,LCSD/WC/00001,LCSD WCH/1,LCSD WCH/1,837529.0,815679.0,OVT,Health condition (fair),
Celtis sinensis,Wan Chai,Leisure and Cultural Services Department,Hong Kong Central Library,22/1/2021,N,LCSD/WC/00001,LCSD WCH/1,LCSD WCH/1,837529.0,815679.0,OVT,,Continuous Monitoring
Celtis sinensis,Wan Chai,Leisure and Cultural Services Department,Hong Kong Central Library,22/1/2021,N,LCSD/WC/00001,LCSD WCH/1,LCSD WCH/1,837529.0,815679.0,OVT,,
Artocarpus nitidus subsp. lingnanensis,Wan Chai,Leisure and Cultural Services Department,Hysan Avenue outside Lee Garden Three,10/2/2021,N,LCSD/WC/00002,LCSD WCH/2,LCSD WCH/2,837127.0,815490.0,OVT,Health condition (good),Continuous Monitoring
Artocarpus nitidus subsp. lingnanensis,Wan Chai,Leisure and Cultural Services Department,Hysan Avenue outside Lee Garden Three,10/2/2021,N,LCSD/WC/00002,LCSD WCH/2,LCSD WCH/2,837127.0,815490.0,OVT,Health condition (good),
Artocarpus nitidus subsp. lingnanensis,Wan Chai,Leisure and Cultural Services Department,Hysan Avenue outside Lee Garden Three,10/2/2021,N,LCSD/WC/00002,LCSD WCH/2,LCSD WCH/2,837127.0,815490.0,OVT,,Continuous Monitoring
Artocarpus nitidus subsp. lingnanensis,Wan Chai,Leisure and Cultural Services Department,Hysan Avenue outside Lee Garden Three,10/2/2021,N,LCSD/WC/00002,LCSD WCH/2,LCSD WCH/2,837127.0,815490.0,OVT,,
Artocarpus nitidus subsp. lingnanensis,Wan Chai,Leisure and Cultural Services Department,Hysan Avenue outside Lee Garden Three,10/2/2021,N,LCSD/WC/00003,LCSD WCH/3,LCSD WCH/3,837121.0,815488.0,OVT,Health condition (fair),Continuous Monitoring
Artocarpus nitidus subsp. lingnanensis,Wan Chai,Leisure and Cultural Services Department,Hysan Avenue outside Lee Garden Three,10/2/2021,N,LCSD/WC/00003,LCSD WCH/3,LCSD WCH/3,837121.0,815488.0,OVT,Health condition (fair),
Artocarpus nitidus subsp. lingnanensis,Wan Chai,Leisure and Cultural Services Department,Hysan Avenue outside Lee Garden Three,10/2/2021,N,LCSD/WC/00003,LCSD WCH/3,LCSD WCH/3,837121.0,815488.0,OVT,,Continuous Monitoring
Artocarpus nitidus subsp. lingnanensis,Wan Chai,Leisure and Cultural Services Department,Hysan Avenue outside Lee Garden Three,10/2/2021,N,LCSD/WC/00003,LCSD WCH/3,LCSD WCH/3,837121.0,815488.0,OVT,,
Artocarpus nitidus subsp. lingnanensis,Wan Chai,Leisure and Cultural Services Department,Hysan Avenue outside Lee Garden Three,10/2/2021,N,LCSD/WC/00004,LCSD WCH/4,LCSD WCH/4,837115.0,815486.0,OVT,Health condition (good),Continuous Monitoring
Artocarpus nitidus subsp. lingnanensis,Wan Chai,Leisure and Cultural Services Department,Hysan Avenue outside Lee Garden Three,10/2/2021,N,LCSD/WC/00004,LCSD WCH/4,LCSD WCH/4,837115.0,815486.0,OVT,Health condition (good),
Artocarpus nitidus subsp. lingnanensis,Wan Chai,Leisure and Cultural Services Department,Hysan Avenue outside Lee Garden Three,10/2/2021,N,LCSD/WC/00004,LCSD WCH/4,LCSD WCH/4,837115.0,815486.0,OVT,,Continuous Monitoring
Artocarpus nitidus subsp. lingnanensis,Wan Chai,Leisure and Cultural Services Department,Hysan Avenue outside Lee Garden Three,10/2/2021,N,LCSD/WC/00004,LCSD WCH/4,LCSD WCH/4,837115.0,815486.0,OVT,,
Artocarpus nitidus subsp. lingnanensis,Wan Chai,Leisure and Cultural Services Department,Hysan Avenue outside Lee Garden Three,10/2/2021,N,LCSD/WC/00005,LCSD WCH/5,LCSD WCH/5,837108.0,815483.0,OVT,Health condition (good),Continuous Monitoring
Artocarpus nitidus subsp. lingnanensis,Wan Chai,Leisure and Cultural Services Department,Hysan Avenue outside Lee Garden Three,10/2/2021,N,LCSD/WC/00005,LCSD WCH/5,LCSD WCH/5,837108.0,815483.0,OVT,Health condition (good),
Artocarpus nitidus subsp. lingnanensis,Wan Chai,Leisure and Cultural Services Department,Hysan Avenue outside Lee Garden Three,10/2/2021,N,LCSD/WC/00005,LCSD WCH/5,LCSD WCH/5,837108.0,815483.0,OVT,,Continuous Monitoring
Artocarpus nitidus subsp. lingnanensis,Wan Chai,Leisure and Cultural Services Department,Hysan Avenue outside Lee Garden Three,10/2/2021,N,LCSD/WC/00005,LCSD WCH/5,LCSD WCH/5,837108.0,815483.0,OVT,,
Artocarpus nitidus subsp. lingnanensis,Wan Chai,Leisure and Cultural Services Department,Hysan Avenue outside Lee Garden Three,10/2/2021,N,LCSD/WC/00006,LCSD WCH/6,LCSD WCH/6,837103.0,815480.0,OVT,Health condition (fair),Continuous Monitoring
Artocarpus nitidus subsp. lingnanensis,Wan Chai,Leisure and Cultural Services Department,Hysan Avenue outside Lee Garden Three,10/2/2021,N,LCSD/WC/00006,LCSD WCH/6,LCSD WCH/6,837103.0,815480.0,OVT,Health condition (fair),
Artocarpus nitidus subsp. lingnanensis,Wan Chai,Leisure and Cultural Services Department,Hysan Avenue outside Lee Garden Three,10/2/2021,N,LCSD/WC/00006,LCSD WCH/6,LCSD WCH/6,837103.0,815480.0,OVT,,Continuous Monitoring
Artocarpus nitidus subsp. lingnanensis,Wan Chai,Leisure and Cultural Services Department,Hysan Avenue outside Lee Garden Three,10/2/2021,N,LCSD/WC/00006,LCSD WCH/6,LCSD WCH/6,837103.0,815480.0,OVT,,
Ficus microcarpa,Wan Chai,Leisure and Cultural Services Department,Morrison Hill Road Playground,18/3/2021,N,LCSD/WC/00011,LCSD WCH/14,LCSD WCH/14,836532.0,815179.0,OVT,Health condition (fair),Continuous Monitoring
Ficus microcarpa,Wan Chai,Leisure and Cultural Services Department,Morrison Hill Road Playground,18/3/2021,N,LCSD/WC/00011,LCSD WCH/14,LCSD WCH/14,836532.0,815179.0,OVT,Health condition (fair),
Ficus microcarpa,Wan Chai,Leisure and Cultural Services Department,Morrison Hill Road Playground,18/3/2021,N,LCSD/WC/00011,LCSD WCH/14,LCSD WCH/14,836532.0,815179.0,OVT,,Continuous Monitoring
Ficus microcarpa,Wan Chai,Leisure and Cultural Services Department,Morrison Hill Road Playground,18/3/2021,N,LCSD/WC/00011,LCSD WCH/14,LCSD WCH/14,836532.0,815179.0,OVT,,
Crateva unilocularis,Wan Chai,Leisure and Cultural Services Department,Wan Chai Park near the entrance off Cross Lane,18/3/2021,N,LCSD/WC/00012,LCSD WCH/15,LCSD WCH/15,836187.0,815236.0,OVT,Health condition (fair),Continuous Monitoring
Crateva unilocularis,Wan Chai,Leisure and Cultural Services Department,Wan Chai Park near the entrance off Cross Lane,18/3/2021,N,LCSD/WC/00012,LCSD WCH/15,LCSD WCH/15,836187.0,815236.0,OVT,Health condition (fair),
Crateva unilocularis,Wan Chai,Leisure and Cultural Services Department,Wan Chai Park near the entrance off Cross Lane,18/3/2021,N,LCSD/WC/00012,LCSD WCH/15,LCSD WCH/15,836187.0,815236.0,OVT,,Continuous Monitoring
Crateva unilocularis,Wan Chai,Leisure and Cultural Services Department,Wan Chai Park near the entrance off Cross Lane,18/3/2021,N,LCSD/WC/00012,LCSD WCH/15,LCSD WCH/15,836187.0,815236.0,OVT,,
Ficus microcarpa,Wan Chai,Leisure and Cultural Services Department,Wan Chai Park near the entrance off Cross Lane,3/2/2021,N,LCSD/WC/00013,LCSD WCH/16,LCSD WCH/16,836191.0,815227.0,OVT,Health condition (good),Continuous Monitoring
Ficus microcarpa,Wan Chai,Leisure and Cultural Services Department,Wan Chai Park near the entrance off Cross Lane,3/2/2021,N,LCSD/WC/00013,LCSD WCH/16,LCSD WCH/16,836191.0,815227.0,OVT,Health condition (good),
Ficus microcarpa,Wan Chai,Leisure and Cultural Services Department,Wan Chai Park near the entrance off Cross Lane,3/2/2021,N,LCSD/WC/00013,LCSD WCH/16,LCSD WCH/16,836191.0,815227.0,OVT,,Continuous Monitoring
Ficus microcarpa,Wan Chai,Leisure and Cultural Services Department,Wan Chai Park near the entrance off Cross Lane,3/2/2021,N,LCSD/WC/00013,LCSD WCH/16,LCSD WCH/16,836191.0,815227.0,OVT,,
Ficus microcarpa,Wan Chai,Leisure and Cultural Services Department,Kennedy Road between Lamp Post 22450 & 22452 opposite No.64,1/2/2021,N,LCSD/WC/00014,LCSD WCH/19,LCSD WCH/19,835640.0,815088.0,OVT,Health condition (good),Continuous Monitoring
Ficus microcarpa,Wan Chai,Leisure and Cultural Services Department,Kennedy Road between Lamp Post 22450 & 22452 opposite No.64,1/2/2021,N,LCSD/WC/00014,LCSD WCH/19,LCSD WCH/19,835640.0,815088.0,OVT,Health condition (good),
Ficus microcarpa,Wan Chai,Leisure and Cultural Services Department,Kennedy Road between Lamp Post 22450 & 22452 opposite No.64,1/2/2021,N,LCSD/WC/00014,LCSD WCH/19,LCSD WCH/19,835640.0,815088.0,OVT,,Continuous Monitoring
Ficus microcarpa,Wan Chai,Leisure and Cultural Services Department,Kennedy Road between Lamp Post 22450 & 22452 opposite No.64,1/2/2021,N,LCSD/WC/00014,LCSD WCH/19,LCSD WCH/19,835640.0,815088.0,OVT,,
Crateva unilocularis,Wan Chai,Food and Environmental Hygiene Department,"Hong Kong Cemetery, Wong Nai Chung Road, Near Happy Valley Race Course",8/12/2020,N,FEHD/WC/00001,LCSD WCH020,FEHD WCH/1,836578.0,814763.0,OVT,Cavity (moderate),Continuous Monitoring
Crateva unilocularis,Wan Chai,Food and Environmental Hygiene Department,"Hong Kong Cemetery, Wong Nai Chung Road, Near Happy Valley Race Course",8/12/2020,N,FEHD/WC/00001,LCSD WCH020,FEHD WCH/1,836578.0,814763.0,OVT,Cavity (moderate),
Crateva unilocularis,Wan Chai,Food and Environmental Hygiene Department,"Hong Kong Cemetery, Wong Nai Chung Road, Near Happy Valley Race Course",8/12/2020,N,FEHD/WC/00001,LCSD WCH020,FEHD WCH/1,836578.0,814763.0,OVT,,Continuous Monitoring
Crateva unilocularis,Wan Chai,Food and Environmental Hygiene Department,"Hong Kong Cemetery, Wong Nai Chung Road, Near Happy Valley Race Course",8/12/2020,N,FEHD/WC/00001,LCSD WCH020,FEHD WCH/1,836578.0,814763.0,OVT,,
Senna siamea (syn. Cassia siamea),Wan Chai,Food and Environmental Hygiene Department,"Hong Kong Cemetery, Wong Nai Chung Road, Near Happy Valley Race Course",8/12/2020,N,FEHD/WC/00002,LCSD WCH022,FEHD WCH/3,836555.0,814711.0,OVT,Decay (minor),Continuous Monitoring
Senna siamea (syn. Cassia siamea),Wan Chai,Food and Environmental Hygiene Department,"Hong Kong Cemetery, Wong Nai Chung Road, Near Happy Valley Race Course",8/12/2020,N,FEHD/WC/00002,LCSD WCH022,FEHD WCH/3,836555.0,814711.0,OVT,Decay (minor),
